"gene_symbol","gene_symbol.1","r","p","mean_cna","padj"
"TMEM25","TMEM25",0.282179600922912,0.0954338757944421,2.7,1
"TEX2","TEX2",0.282136248807236,0.0954869671527396,3.32,1
"KRTAP8-1","KRTAP8-1",0.286240799173514,0.0955125250357449,3.71428571428571,1
"SLC4A9","SLC4A9",-0.282035518737885,0.0956104138749466,3.08,1
"LINGO2","LINGO2",-0.299704162667224,0.0956162968866168,3.02380952380952,1
"KRTDAP","KRTDAP",0.281986166727866,0.095670940273199,4.5,1
"FXR2","FXR2",0.281955658186183,0.0957083712737314,2.92,1
"PDE2A","PDE2A",-0.281934151409448,0.09573476471543,4.26,1
"IKZF4","IKZF4",0.286049153985176,0.0957444537605968,4.24489795918367,1
"SLC27A3","SLC27A3",-0.281800038490311,0.0958994756724558,4.76,1
"AKAP11","AKAP11",0.281739527562641,0.0959738631239219,2.94,1
"ZNF544","ZNF544",0.294629855234858,0.0960250494401495,3.74468085106383,1
"TOM1L1","TOM1L1",0.294620824850752,0.0960357154687445,3.27659574468085,1
"FRMPD1","FRMPD1",-0.281630237002462,0.0961083282296948,3.2,1
"CLCA2","CLCA2",0.281603309459271,0.0961414804965837,4.18,1
"ARHGDIG","ARHGDIG",0.281541806778434,0.0962172332606794,2.54,1
"CHD1","CHD1",0.281519220042027,0.0962450647595607,2.5,1
"DCPS","DCPS",0.281450104406156,0.0963302676334792,2.82,1
"PLA2G2D","PLA2G2D",-0.281404424700611,0.0963866112936646,3.52,1
"KLKB1","KLKB1",0.281341993022813,0.0964636584023033,2.34,1
"FAM19A1","FAM19A1",0.281339091709389,0.0964672400650828,3.2,1
"GNRH1","GNRH1",0.281318811493608,0.0964922787682319,2.4,1
"KCTD9","KCTD9",0.281318811493608,0.0964922787682319,2.4,1
"RALBP1","RALBP1",0.303873572339451,0.0965260978078385,3.04444444444444,1
"ADRM1","ADRM1",0.281048734688174,0.0968261990743685,5.48,1
"SDK2","SDK2",0.281021315498552,0.096860149174524,3.38,1
"PCBP3","PCBP3",0.28098517010574,0.0969049178412674,3.3,1
"CNOT8","CNOT8",0.280929738024589,0.0969736051538469,3.26,1
"CAPN9","CAPN9",0.280840608815698,0.09708412537984,4.16,1
"LRRC2","LRRC2",0.280826723059249,0.0971013523741644,3.08,1
"SOCS5","SOCS5",0.280761508439845,0.0971822903793568,3.89795918367347,1
"XRCC3","XRCC3",0.280714048190563,0.0972412257720145,4.3,1
"PRAP1","PRAP1",0.280678755617861,0.0972850692210229,3.1,1
"CLYBL","CLYBL",0.280647523139157,0.097323881459328,3.1,1
"FBXW4","FBXW4",-0.280568010948629,0.097422743684329,2.74,1
"CALB1","CALB1",0.293414123097455,0.097469106655312,4.08510638297872,1
"SLC25A23","SLC25A23",0.280476542013823,0.0975365672289524,2.54,1
"PRPSAP2","PRPSAP2",0.280401362525275,0.0976301962270223,2.6,1
"SCYL3","SCYL3",0.280394999610481,0.0976381237874483,4.98,1
"MRPS24","MRPS24",0.280225816856782,0.0978490889398395,3.4,1
"CDC42","CDC42",0.280193214838198,0.0978897824880779,3.52,1
"DAGLB","DAGLB",0.280104719347807,0.0980003068617806,3.04,1
"ZNF287","ZNF287",0.28008470373078,0.0980253180945585,2.64,1
"FTSJ3","FTSJ3",0.279958641484073,0.0981829556318023,3.32,1
"FOSL1","FOSL1",-0.279922189098347,0.0982285744055966,3.94,1
"COX6A2","COX6A2",-0.279893311534901,0.0982647250525948,3.8,1
"DDR2","DDR2",-0.279854609926558,0.0983131899331664,4.7,1
"SH3TC1","SH3TC1",-0.279761024406867,0.0984304596535173,3.12,1
"ARID4B","ARID4B",0.279749640065906,0.0984447323662358,4.04,1
"CHI3L2","CHI3L2",-0.279747868194798,0.0984469539285653,3.92,1
"SMCP","SMCP",0.297275220651897,0.0984667922306417,4.58695652173913,1
"XRCC6","XRCC6",0.279724333864839,0.0984764647693019,2.46,1
"DUOX2","DUOX2",-0.279672923954004,0.0985409536187689,2.56,1
"PFKP","PFKP",0.279606098993057,0.0986248273107744,3.76,1
"SLC4A5","SLC4A5",-0.279566984554799,0.0986739460752731,4.42,1
"TCN2","TCN2",-0.279499181210309,0.0987591357109866,2.78,1
"ACTR3","ACTR3",0.283406420798816,0.098986697726209,3.38775510204082,1
"P2RY1","P2RY1",-0.296830398307527,0.0989957171328361,5.34782608695652,1
"BTC","BTC",0.279307483550371,0.0990002922912413,3.26,1
"TTC33","TTC33",0.283239055857429,0.0991948084320748,3.93877551020408,1
"TCOF1","TCOF1",0.279038736054299,0.0993391332849814,3.36,1
"DPP7","DPP7",0.312060381420024,0.0993472840847254,3.83720930232558,1
"NXPH1","NXPH1",-0.301449574001248,0.0993486904572986,3.02222222222222,1
"PRCC","PRCC",0.278905593658554,0.0995073282537888,4.76,1
"ZNF407","ZNF407",0.278638393534852,0.0998455289865616,3.26,1
"LIN7A","LIN7A",-0.278632943188415,0.0998524367017275,3.26,1
"IDH3A","IDH3A",0.296055816610095,0.0999218804217422,3.54347826086957,1
"LRRC8A","LRRC8A",-0.278577590306106,0.0999226110167962,3.18,1
"RANBP3","RANBP3",0.278448823320298,0.100086002288438,2.72,1
"MCM8","MCM8",0.278407590571888,0.100138365128976,5.14,1
"PAX7","PAX7",-0.278380208803419,0.100173149671971,3.74,1
"RRM2","RRM2",0.278334721490943,0.100230955001659,4.12,1
"GPR37L1","GPR37L1",0.278302810755683,0.100271522355509,4.66,1
"TNKS","TNKS",0.278302151052437,0.10027236115231,2.3,1
"COL28A1","COL28A1",-0.278243810039903,0.100346561472577,3.02,1
"PKP3","PKP3",-0.278231723168069,0.100361939241591,2.48,1
"TMEM177","TMEM177",0.278226146317513,0.100369035108133,3.28,1
"H2AFX","H2AFX",0.278219185471362,0.100377892477179,2.7,1
"GGA2","GGA2",0.278113066424218,0.100512997964392,3.88,1
"ANXA6","ANXA6",0.278104603508923,0.10052377848291,3.36,1
"PDE4D","PDE4D",0.278093963796371,0.100537333172002,2.7,1
"TRIP13","TRIP13",0.278027749668316,0.100621719343625,4.06,1
"PPTC7","PPTC7",0.278004403194516,0.100651485957941,3.44,1
"C9orf16","C9orf16",0.277761046318887,0.100962163640677,3.18,1
"SLC46A3","SLC46A3",0.277751100232975,0.100974876653467,3.04,1
"USP22","USP22",0.277745689855483,0.100981792669019,2.84,1
"C11orf74","C11orf74",0.286035101387374,0.101017527902152,3.5531914893617,1
"A2ML1","A2ML1",0.277715029596445,0.101020992089518,4.32,1
"INSIG2","INSIG2",0.277675203453518,0.101071927459326,3.28,1
"CADM4","CADM4",0.277646933166695,0.101108095401484,3.76595744680851,1
"HLF","HLF",0.27763915236146,0.101118051598745,3.46,1
"UBR2","UBR2",0.277620355282956,0.101142107124903,4.32,1
"ZNF541","ZNF541",0.277612997523343,0.101151524389423,3.3,1
"CALM2","CALM2",0.277608425093108,0.101157377021162,3.88,1
"RPS10","RPS10",0.281671689189085,0.101159948737768,4.54166666666667,1
"ST6GAL1","ST6GAL1",0.277511904583596,0.101280981725068,5.3,1
"PPP2R1B","PPP2R1B",0.294839866555971,0.10138898926347,3.04444444444444,1
"GPBAR1","GPBAR1",0.277412120503867,0.101408886505809,3.96,1
"ZNF695","ZNF695",0.277412011734751,0.101409025994739,4.38,1
"ZNF670","ZNF670",0.277412011734751,0.101409025994739,4.4,1
"VASH2","VASH2",0.277405061536901,0.101417939449336,3.7,1
"AHNAK","AHNAK",0.277355324341817,0.101481743544842,3.62,1
"CLPTM1L","CLPTM1L",0.277353906358407,0.101483563016207,4.06,1
"DDX42","DDX42",0.27723663233012,0.101634127907095,3.32,1
"TNNI3K","TNNI3K",-0.277218940926094,0.101656856148754,4.12,1
"SNW1","SNW1",0.277190485329218,0.101693421313164,3.84,1
"CCL11","CCL11",0.27718083916463,0.101705818809713,2.62,1
"SLC16A10","SLC16A10",0.281049905554975,0.101947671320845,4.26530612244898,1
"SESN2","SESN2",0.281047614960757,0.101950581800685,3.77551020408163,1
"ZNF337","ZNF337",-0.294376112953818,0.101952799787223,4.53333333333333,1
"WASF3","WASF3",0.276975018718421,0.1019706184114,3.16,1
"SLC15A2","SLC15A2",-0.276964233637825,0.101984508460531,4.56,1
"ZHX2","ZHX2",-0.294330531855378,0.102008342749786,4.77272727272727,1
"UBE2S","UBE2S",0.276943355743085,0.10201140107896,3.46,1
"ANXA7","ANXA7",0.276901476524243,0.102065361553318,3.66,1
"LEAP2","LEAP2",0.276901336582592,0.102065541901491,3.06,1
"PIK3CA","PIK3CA",0.27686979573107,0.102106195985844,5.97959183673469,1
"WDR90","WDR90",0.294226403966318,0.102135313776854,2.60869565217391,1
"FRMD3","FRMD3",0.276789794177287,0.102209367925653,3.34,1
"ADAT1","ADAT1",0.276728008657244,0.10228910223074,2.74,1
"FGD5","FGD5",0.276716198102846,0.102304349148229,3.18,1
"WDR77","WDR77",0.276578311067467,0.102482483175303,3.92,1
"UPK1B","UPK1B",-0.276485383450666,0.102602667714397,4.9,1
"MCM5","MCM5",0.276352151726326,0.102775164857069,2.54,1
"ZCCHC3","ZCCHC3",0.293674156567899,0.102810706532972,5.60869565217391,1
"SAMD1","SAMD1",0.280308538042615,0.102892966598928,4.26530612244898,1
"RRH","RRH",-0.27618888319625,0.102986851362457,2.7,1
"FARSB","FARSB",0.276158864416296,0.103025808347806,3.62,1
"HYAL3","HYAL3",0.280180442722953,0.103056968303021,2.95918367346939,1
"MEP1B","MEP1B",0.276065286042972,0.103147321851713,3.98,1
"UBQLNL","UBQLNL",0.28008503088188,0.103179253768552,2.79591836734694,1
"LYPLAL1","LYPLAL1",0.276012795564655,0.103215529474061,4.08,1
"EPHB4","EPHB4",0.275994892702334,0.103238800793023,3.80851063829787,1
"SF3A3","SF3A3",0.275979207976457,0.103259192105776,4.74,1
"CALB2","CALB2",-0.275902903140467,0.103358437705655,2.44,1
"GPS1","GPS1",0.27589378303151,0.103370304584276,4.3,1
"FUCA2","FUCA2",0.275880474931826,0.103387622637032,3.74,1
"GSTM4","GSTM4",0.275874193227785,0.103395797888717,3.9,1
"POU2F2","POU2F2",0.275856718393915,0.103418542892225,3.66,1
"SPINK1","SPINK1",0.275835995898726,0.103445519929309,3.36,1
"CDC23","CDC23",0.275798194765798,0.10349474410208,3.08,1
"ANAPC10","ANAPC10",0.275775586053307,0.103524193386442,2.86,1
"DIP2C","DIP2C",0.297916750623595,0.103573532304821,4.15555555555556,1
"NKX2-5","NKX2-5",0.275703365024857,0.10361830847513,3.56,1
"TMSB10","TMSB10",0.288385087973429,0.103618444122058,4.19148936170213,1
"GPATCH8","GPATCH8",0.275524524239162,0.1038516449704,2.76,1
"KCNIP1","KCNIP1",0.275519769519006,0.103857853967828,3.48,1
"ACP5","ACP5",0.302608327785363,0.10407871498931,4.02380952380952,1
"MICAL3","MICAL3",0.275292374757902,0.104155128613498,3.1,1
"NUDC","NUDC",0.287936188453526,0.104181268355445,3.59574468085106,1
"C22orf23","C22orf23",0.27519730859305,0.104279600384651,2.42,1
"RASA2","RASA2",0.275054142475043,0.10446726311122,5.38,1
"PRPH","PRPH",-0.275008503348144,0.104527140867349,4.02,1
"FN1","FN1",-0.274978243671572,0.104566855392916,4.04,1
"ADD2","ADD2",0.274901141761594,0.104668100057945,4.38,1
"TBCA","TBCA",0.27489841541003,0.104671681466203,2.5,1
"EIF4A2","EIF4A2",0.274896335266125,0.104674414061305,5.3,1
"THTPA","THTPA",0.274845516537801,0.104741189231114,3.52,1
"MDM1","MDM1",0.274775374301249,0.104833408294131,4.24,1
"CDKL3","CDKL3",0.2745892920237,0.105078357052427,3.06,1
"STMN3","STMN3",0.274546428851759,0.10513484125973,5.24,1
"MAGI2","MAGI2",0.274446106415807,0.105267134063212,2.96,1
"KIF1B","KIF1B",0.274434892617681,0.105281929266209,4.06,1
"RAD23B","RAD23B",0.274403819861872,0.105322934111042,3.66,1
"SERPINB2","SERPINB2",-0.278298204519361,0.105489731632873,3,1
"KCTD5","KCTD5",0.278285973599202,0.105505680720529,2.79591836734694,1
"SYN2","SYN2",0.274251040454642,0.105524723952515,3.36,1
"PMAIP1","PMAIP1",0.274198238004586,0.105594533081334,2.98,1
"EHMT1","EHMT1",-0.274160623372234,0.105644284016225,4.43478260869565,1
"DCLK2","DCLK2",-0.274101009205193,0.10572316897141,2.74,1
"CPSF3","CPSF3",0.273996333235848,0.105861790288011,4.12,1
"CD3E","CD3E",-0.273975883201845,0.105888888126049,2.7,1
"PCK2","PCK2",0.273897306278676,0.105993057353942,3.52,1
"TPST2","TPST2",0.273822467249861,0.106092343404942,2.74,1
"CCL1","CCL1",-0.27377984727304,0.106148917148119,2.62,1
"SNRPN","SNRPN",0.277755150227809,0.106199632181821,2.93877551020408,1
"NDUFB6","NDUFB6",0.273695713653717,0.106260663138305,3.34,1
"CYP4F11","CYP4F11",0.277704786056593,0.106265652650937,5.06122448979592,1
"USP45","USP45",0.273621448540255,0.106359375801363,4.14,1
"EPO","EPO",-0.273613345210176,0.106370150889686,4.02,1
"TBC1D10C","TBC1D10C",-0.295595548191442,0.106422125840711,4.08888888888889,1
"PC","PC",0.290748403456129,0.106445225910238,3.8695652173913,1
"SLC26A6","SLC26A6",0.273445045352349,0.106594127955266,3.02,1
"KIAA0391","KIAA0391",0.273372272965854,0.106691085481316,2.96,1
"GMPPB","GMPPB",0.277307572560117,0.106787432530919,2.875,1
"FXYD4","FXYD4",-0.300370996473013,0.106791107197369,3.65909090909091,1
"CKAP2L","CKAP2L",0.273257845921986,0.106843676122931,3.46,1
"B3GALT2","B3GALT2",-0.273240637664281,0.106866637940171,4.72,1
"YPEL4","YPEL4",-0.27323148544582,0.106878851712523,3.6,1
"ASTE1","ASTE1",0.273165316811517,0.106967186170925,4.52,1
"BHMT","BHMT",-0.273001557978856,0.107186040082489,2.5,1
"C9orf66","C9orf66",-0.316956340079332,0.107208188132612,4.13888888888889,1
"NKX3-1","NKX3-1",-0.290109187835187,0.107251997006264,2.3695652173913,1
"WISP1","WISP1",-0.272770188580835,0.107495828650232,5.1,1
"SIRPG","SIRPG",-0.272743528543836,0.107531568166431,5.28,1
"XRRA1","XRRA1",0.272741741908094,0.107533963589269,4.14,1
"SIAE","SIAE",0.272658459099007,0.107645669384581,2.92,1
"REEP5","REEP5",0.272582101945455,0.107748163001838,2.48,1
"ZNF420","ZNF420",0.289693656368085,0.107778909613084,5.02222222222222,1
"TRIM56","TRIM56",-0.272554879658105,0.107784721104429,3.96,1
"YES1","YES1",0.272513652157062,0.10784010532955,3.08,1
"RABAC1","RABAC1",-0.272482737004557,0.107881650260023,3.66,1
"CLIC4","CLIC4",0.272369437640187,0.108034009591054,3.46,1
"ACACA","ACACA",0.27236662421803,0.108037795009288,2.72,1
"HTRA3","HTRA3",-0.27235921386401,0.10804776601173,3.12,1
"ZNHIT3","ZNHIT3",0.284824463911761,0.108146358452686,2.59574468085106,1
"IL9","IL9",-0.272277247464808,0.108158102311868,3.06,1
"UBN1","UBN1",-0.272247721175862,0.108197868985482,3.02,1
"RAB21","RAB21",0.272231201466346,0.108220122924222,3.95555555555556,1
"HSCB","HSCB",0.272218441436791,0.108237314511752,2.78,1
"ANKMY1","ANKMY1",0.272141098447366,0.108341562894345,3.34,1
"RAN","RAN",0.272136040414414,0.108348383113337,3.4,1
"ALAD","ALAD",-0.272102130922829,0.108394114832018,3.38,1
"MTX2","MTX2",0.272061059325262,0.108449525188908,4.06,1
"KCNH7","KCNH7",0.272004456071625,0.108525924625676,3.98,1
"RNF44","RNF44",-0.271985194062484,0.108551932520339,3.54,1
"ARMC5","ARMC5",0.271938030297528,0.108615633725224,3.8,1
"IL20RA","IL20RA",-0.271935568235946,0.10861895985628,3.78,1
"WDR81","WDR81",0.271872808340268,0.10870377155046,3.24,1
"AKAP13","AKAP13",-0.271853192643467,0.108730289828038,3.76,1
"MFHAS1","MFHAS1",0.271788985157499,0.108817125508833,2.3,1
"SULT1C4","SULT1C4",0.271788398731067,0.108817918846765,3.24,1
"RNF103","RNF103",0.304026252364074,0.108839090568921,3.90697674418605,1
"BRI3","BRI3",0.271770883623055,0.108841615903848,3.54,1
"OGFOD1","OGFOD1",0.271683672674794,0.108959665943381,2.9,1
"ISYNA1","ISYNA1",0.271665866741931,0.108983780202618,4.92,1
"SAP130","SAP130",0.271614831949572,0.109052918049524,3.28,1
"NPBWR1","NPBWR1",0.275501689906159,0.109184079382276,4.61224489795918,1
"SCCPDH","SCCPDH",0.27144758721107,0.109279719965048,4.38,1
"MB","MB",0.271391984900469,0.109355201530481,2.54,1
"TRIM33","TRIM33",0.271312452316407,0.109463237469511,3.96,1
"SLC25A36","SLC25A36",0.271182021051851,0.10964058785669,5.38,1
"MED24","MED24",0.271094645475966,0.10975951568973,2.88,1
"ZP4","ZP4",0.271088157208725,0.109768350821605,4.12,1
"FAM135B","FAM135B",0.270996885802689,0.109892692806124,5.2,1
"CHST6","CHST6",0.270996520426956,0.109893190782798,2.74,1
"CRIPAK","CRIPAK",0.270995790283703,0.109894185912304,3.5,1
"MPG","MPG",0.378638020025532,0.109913511584657,2.79310344827586,1
"CEP63","CEP63",0.279067235976198,0.109976287128943,4.75555555555556,1
"FOXRED1","FOXRED1",0.270839612311579,0.110107200900688,2.82,1
"FAM111B","FAM111B",0.270835885476008,0.110112287826554,3.56,1
"NCAM2","NCAM2",0.270825764005325,0.11012610397284,3.68,1
"UQCRC2","UQCRC2",0.270818732302457,0.110135703252576,3.86,1
"RPLP1","RPLP1",0.270711339191734,0.110282388661614,3.48,1
"DIABLO","DIABLO",0.270685864518321,0.110317205460211,3.54,1
"REEP6","REEP6",-0.270654788213781,0.110359689358087,2.04,1
"ZNF304","ZNF304",0.270595741541107,0.110440445080393,3.66,1
"PLCB4","PLCB4",0.270557752491854,0.110492424709251,5.08,1
"PIK3C2A","PIK3C2A",0.270548346403859,0.110505297714034,3.46,1
"DNAJC16","DNAJC16",0.270503936367459,0.110566091778902,4.16,1
"GOLGA3","GOLGA3",0.270439368305353,0.110654525686552,3.12,1
"GOLIM4","GOLIM4",0.27438717912116,0.110683288544531,5.85714285714286,1
"NUP205","NUP205",0.270380768364188,0.110734831681402,3.98,1
"TAC3","TAC3",-0.27037145013779,0.110747605528633,4.26,1
"CCDC12","CCDC12",0.270337214254672,0.110794547170247,3.08,1
"PLEKHG3","PLEKHG3",0.270321862721814,0.110815600896905,3.22,1
"CCDC124","CCDC124",0.270307578299472,0.110835193853324,4.9,1
"COL4A1","COL4A1",-0.270305781266392,0.11083765890455,3.08,1
"PDZD3","PDZD3",-0.270298354568263,0.110847846796701,2.7,1
"PFKL","PFKL",0.270245547715482,0.110920307225175,3.22,1
"CNDP2","CNDP2",0.270215365676932,0.110961738405352,3.34,1
"ERH","ERH",0.270199719261299,0.110983220984783,3.24,1
"PSMB6","PSMB6",0.270164420772924,0.111031697439896,2.84,1
"ITGA9","ITGA9",0.270156275115743,0.111042886377589,2.94,1
"IFRD1","IFRD1",0.27007776174831,0.111150776531123,3.82,1
"TNFRSF12A","TNFRSF12A",0.270061603443698,0.111172990474179,2.82,1
"CHRNB2","CHRNB2",0.278053312581931,0.111328196350502,4.72916666666667,1
"WNT10B","WNT10B",0.269891455814471,0.111407107420227,4.02,1
"PDK4","PDK4",0.269888173946074,0.111411626801174,3.74,1
"TTC25","TTC25",0.269836180902917,0.111483243587265,2.42,1
"MAT2A","MAT2A",-0.269759141064793,0.111589424360842,4.18,1
"CD81","CD81",0.26974280157746,0.111611954181343,2.56,1
"SH3GL2","SH3GL2",0.286675583431792,0.111664486150197,3.1304347826087,1
"DPYS","DPYS",0.291439431696003,0.111668887623546,4.36363636363636,1
"TIMM10","TIMM10",0.273647800907179,0.111686398452133,3.59183673469388,1
"DSTN","DSTN",0.269610046167076,0.111795132007103,5.2,1
"INHBC","INHBC",0.269606047111759,0.111800653472944,3.93478260869565,1
"CTNNBL1","CTNNBL1",0.269596009855937,0.111814512742075,4.58,1
"NAB2","NAB2",0.269582044443957,0.111833798094359,4.26,1
"U2AF1L4","U2AF1L4",0.269505930953686,0.111938950065661,4.52,1
"TMEM101","TMEM101",0.27341965228425,0.111997302863963,2.6734693877551,1
"RIC8A","RIC8A",0.269450080143301,0.112016156190016,2.48,1
"MTHFD2","MTHFD2",0.269439677202003,0.112030541266826,4.42,1
"ZIC2","ZIC2",0.269308229274949,0.112212425949896,3.1,1
"C19orf53","C19orf53",0.269286763318937,0.112242149533925,4.2,1
"BMP8A","BMP8A",0.269241563358554,0.112304756619885,4.74,1
"NEFL","NEFL",-0.290921997299714,0.112335396398895,2.42222222222222,1
"MTMR6","MTMR6",0.295903370195572,0.11236527007577,3.22727272727273,1
"OAS1","OAS1",0.277229137881086,0.112436274854561,3.54166666666667,1
"CCL4","CCL4",-0.281486677225296,0.112524578977026,2.59574468085106,1
"SLC12A9","SLC12A9",0.268982558419868,0.112664015083019,3.80851063829787,1
"CAMSAP1","CAMSAP1",0.268958052123713,0.112698051823545,3.78,1
"SNX19","SNX19",0.26889281209126,0.112788701291022,2.96,1
"VGLL3","VGLL3",-0.30081697344568,0.11281396544036,3.3953488372093,1
"ZMYND19","ZMYND19",0.268777201170001,0.112949474687795,4.42,1
"ITM2C","ITM2C",0.268757155183434,0.112977369013423,3.44,1
"RNF19B","RNF19B",-0.268695060887659,0.113063807165507,3.84,1
"KBTBD8","KBTBD8",-0.268678096478092,0.113087431066669,3.16326530612245,1
"PPP1R2","PPP1R2",0.285520677182342,0.113178767962589,5.08695652173913,1
"RPS28","RPS28",-0.26858931087631,0.113211130637636,3.9,1
"HIRA","HIRA",0.268473317255034,0.113372890830084,3.32,1
"TLX3","TLX3",0.268454949596384,0.113398521590557,3.56,1
"RSAD2","RSAD2",0.285334400560655,0.11342443951147,4.43478260869565,1
"TRIM44","TRIM44",0.268316788607077,0.113591455147128,3.5,1
"HNRNPA0","HNRNPA0",0.268204930799778,0.113747838657972,3.08,1
"CYB5D2","CYB5D2",-0.289823170149876,0.113760644695914,2.95555555555556,1
"ITFG1","ITFG1",-0.324240240731645,0.11381724307693,2.82857142857143,1
"SARS","SARS",0.268093476249069,0.113903819371722,3.9,1
"ABCC5","ABCC5",0.268085590282894,0.113914861875606,5.98,1
"HIST1H2BM","HIST1H2BM",-0.268083685245565,0.113917529568257,4.32,1
"MRPL38","MRPL38",-0.268074544158268,0.113930330816782,3.64,1
"PTPN7","PTPN7",-0.268050259317276,0.113964344747457,4.66,1
"CKS1B","CKS1B",0.268049084777978,0.113965990028912,4.7,1
"SCRG1","SCRG1",-0.276090671638594,0.113980498543524,2.11111111111111,1
"VTI1A","VTI1A",-0.268032045774384,0.113989860082573,2.76,1
"PTPRJ","PTPRJ",-0.268025588731031,0.113998906779711,3.74,1
"CEBPD","CEBPD",-0.271933419252701,0.114038587032952,4.73469387755102,1
"NINJ1","NINJ1",-0.267929156410709,0.11413407836565,3,1
"ZNF444","ZNF444",0.267887618878865,0.114192339672574,3.46,1
"C4orf33","C4orf33",0.267884417175276,0.11419683136883,2.82,1
"CCDC93","CCDC93",0.267758231901607,0.114373963512001,3.28,1
"GAS8","GAS8",0.31093153518514,0.114424280187743,3.38888888888889,1
"AOAH","AOAH",-0.267717787797451,0.114430780461516,3.28,1
"PAPOLG","PAPOLG",-0.267693529070053,0.114464869940818,3.94,1
"CD63","CD63",-0.271589211766706,0.114515300963427,4.24489795918367,1
"DSC2","DSC2",-0.267517546175169,0.114712397749135,3.98,1
"ZNF644","ZNF644",0.267499363124077,0.114737995929588,3.94,1
"RUVBL2","RUVBL2",0.267482329554285,0.114761979758441,3.3,1
"ZNF142","ZNF142",0.267461900973599,0.114790748842237,3.96,1
"CPNE9","CPNE9",0.26742828269454,0.114838104459292,3.7,1
"SLC35A3","SLC35A3",0.267283170224719,0.115042682231235,3.86,1
"SLAMF9","SLAMF9",-0.267276609424454,0.115051938030492,4.72,1
"C6orf89","C6orf89",0.267275925745424,0.115052902578524,4.54,1
"FHL3","FHL3",-0.267259903176818,0.115075509277634,4.74,1
"C5orf15","C5orf15",0.26724515048369,0.11509632722338,3.06,1
"PAF1","PAF1",0.267242236809121,0.115100439127101,4.87755102040816,1
"BCAM","BCAM",0.267192745463108,0.115170300313426,3.96,1
"PDE6H","PDE6H",-0.267172110803944,0.115199437271038,5.04,1
"PHKB","PHKB",-0.323010505305356,0.115274034739838,2.82857142857143,1
"NAGPA","NAGPA",-0.26705944965897,0.115358616916284,3.02,1
"NCKIPSD","NCKIPSD",0.266995235928805,0.115449418771023,3.02,1
"DTNA","DTNA",-0.266900590412524,0.115583350726241,3.48,1
"PPIL4","PPIL4",0.266896938588034,0.115588520724056,3.46,1
"CD163","CD163",-0.266870918916965,0.115625362581094,4.32,1
"SYPL2","SYPL2",0.266864941989272,0.115633826696931,3.9,1
"STC2","STC2",0.270760258702992,0.115669504281681,3.51020408163265,1
"RAB11FIP4","RAB11FIP4",0.266836155494376,0.115674598675754,2.64,1
"RCOR3","RCOR3",0.266826054952867,0.115688907214757,3.7,1
"ACTG2","ACTG2",-0.266774596319689,0.115761824713477,4.42,1
"STAT5A","STAT5A",-0.266744307996738,0.115804759755719,2.42,1
"ZNF563","ZNF563",0.279030188452804,0.115830669463271,3.8936170212766,1
"HTR1A","HTR1A",0.274733174350083,0.115842533776316,2.54166666666667,1
"ZNF680","ZNF680",0.293134499794996,0.115927065336724,3.64285714285714,1
"RAD9A","RAD9A",-0.288159182199204,0.115944553846329,4.08888888888889,1
"ECM1","ECM1",-0.266549611733477,0.116081035777516,4.88,1
"NR4A1","NR4A1",-0.26652087724008,0.11612185217367,4.22,1
"AGR3","AGR3",0.266499574109605,0.11615211951636,2.96,1
"KCNE4","KCNE4",-0.27446553026002,0.116212323531987,3.64583333333333,1
"RPL12","RPL12",-0.266446289470395,0.116227851891326,3.26,1
"SDC3","SDC3",-0.266390037075265,0.116307842475137,3.88,1
"CAP1","CAP1",0.287873292310859,0.116322891008818,4.66666666666667,1
"UCN2","UCN2",-0.309371733456846,0.116349604472137,3.14634146341463,1
"SLC22A12","SLC22A12",-0.26634193790821,0.116376271967922,3.8,1
"DSC1","DSC1",0.266315520256259,0.116413868554986,3.98,1
"BRF1","BRF1",0.266305382563761,0.116428298548453,4.44,1
"IFNAR1","IFNAR1",0.270151031662031,0.116523313066342,3.48979591836735,1
"SEMA3C","SEMA3C",0.266204522057528,0.11657193650866,3.04,1
"USP30","USP30",0.266154598652221,0.116643082836098,3.38,1
"RPS15A","RPS15A",0.266047500986709,0.116795818626686,3.18,1
"LRIT1","LRIT1",0.265937849296517,0.116952352152285,3.58,1
"OR51B5","OR51B5",0.265893819610752,0.11701525107992,2.78,1
"ANKAR","ANKAR",0.265880070885868,0.117034897116728,3.98,1
"TNNT2","TNNT2",-0.265686291625592,0.117312058266183,4.58,1
"REXO2","REXO2",0.265679078552077,0.117322384565746,3.06,1
"IQGAP2","IQGAP2",-0.265675280715679,0.117327821855597,2.48,1
"KRT16","KRT16",0.265479450898755,0.117608443728588,2.42,1
"CTDP1","CTDP1",0.26546382516464,0.117630856875649,3.46,1
"SH3PXD2A","SH3PXD2A",-0.273375914747441,0.117726908017889,2.66666666666667,1
"KCNK6","KCNK6",0.265350546220943,0.117793436978077,4.69387755102041,1
"APC","APC",0.26532069349199,0.117836310203614,2.48,1
"KRT5","KRT5",-0.265314049871966,0.117845853079789,4.24,1
"SH3GL1","SH3GL1",-0.26498967083284,0.118312494864156,2.12,1
"CCNA2","CCNA2",0.264977144430738,0.118330542675395,2.8,1
"SLC12A3","SLC12A3",0.264921848330522,0.11841023692751,2.6,1
"PON1","PON1",0.264885446373219,0.118462722359901,3.72,1
"C10orf88","C10orf88",0.264881700045803,0.118468124915554,2.86,1
"SLIT2","SLIT2",-0.264859890589282,0.118499579861888,2.94,1
